1.0000,0.0149
1.5000,0.0441
2.0000,0.1044
2.5000,0.2138
3.0000,0.3448
3.5000,0.4001
4.0000,0.4382
4.5000,0.4537
5.0000,0.4530
5.5000,0.4457
6.0000,0.4338
6.5000,0.4162
7.0000,0.3949
7.5000,0.3650
8.0000,0.3345
8.5000,0.2988
9.0000,0.2573
9.5000,0.2094
10.0000,0.1575
10.5000,0.1032
11.0000,0.0413
